202020.att.com,144.160.219.116
samsungtvoffer.att.com,206.67.236.78
san3-api.att.com,75.55.78.128
san3-auth-api.att.com,75.55.79.235
sandbox.att.com,144.160.237.252
sapa.uc.att.com,206.19.50.82
sasvpdl.callvantage.att.com,12.194.22.40
sasvpdlbr4vdna.att.com,12.194.22.40
sasvpdlr3vdna.att.com,12.194.12.30
sasvpdlr4vdna.att.com,12.194.22.30
sasvpr1vdna.att.com,12.194.240.10
sasvpr2vdna.att.com,12.194.22.36
sasvpr3vdna.att.com,12.194.12.36
sasvpr4vdna.att.com,12.194.22.36
savings.att.com,184.106.55.23
sbcreg.indigo.test.att.com,144.160.84.65
sbcreg.orange.test.att.com,144.160.84.75
sbcreg.red.test.att.com,144.160.84.85
sbcreg.yellow.test.att.com,144.160.84.95
sc-planning.att.com,170.35.212.219
scmpurchasing.att.com,135.209.156.48
scmstore.att.com,135.209.156.47
scout.research.att.com,192.20.225.43
sd1tng.att.com,144.160.219.96
se.att.com,144.160.230.22
searchfinalstg-southfield.att.com,144.160.19.30
searchprod-alpharetta.att.com,144.161.106.47
searchprod-fairfield.att.com,144.160.149.207
secure.callvantage.att.com,12.194.240.33
seifdu.att.com,144.160.107.91
selfservice.uc.att.com,206.17.109.17
service-officeathand.att.com,199.255.122.103
service.att.com,216.150.183.23
service.research.att.com,204.178.9.55
servicec.eia.att.com,144.160.149.183
serviceguide.att.com,144.160.233.87
serviceguidenew.att.com,136.146.208.107
services-finalstage.att.com,88.221.10.19
services.att.com,2.17.222.159
servicioderelevo.att.com,144.160.155.53
sessl.gsi.att.com,199.74.244.247
sftp1-agc.att.com,32.65.64.16
sftp2-agc.att.com,32.65.80.16
shape.att.com,69.220.30.224
share.att.com,54.245.252.186
shop.att.com,144.160.219.244
shop.stage.att.com,144.160.154.33
shorten.att.com,144.160.230.23
signmeup.att.com,209.11.136.187
simmanagement.att.com,204.156.180.69
simrcv-ibsdev.test.dlife.att.com,68.153.79.19
simrcv-ibssystest.test.dlife.att.com,68.153.79.20
singlebill.att.com,12.111.225.193
sip.attpoc1.att.com,206.19.24.244
sipfed.att.com,144.160.12.241
sipfed0.att.com,144.160.12.245
sipfed2.att.com,144.160.249.43
site.att.com,142.0.160.57
sm.teleconference.att.com,144.160.233.67
small.eia.att.com,144.160.149.184
smallbiz.att.com,92.122.122.155
smallbusiness.att.com,144.160.230.205
smart.alliance.att.com,144.160.233.80
smartlimits.att.com,66.171.207.227
smartvideo.att.com,108.229.36.56
smb.att.com,92.123.235.49
smbsolutions.att.com,69.20.27.137
smbtelephones.att.com,107.154.76.68
smc.att.com,144.160.143.51
smetrics.att.com,63.140.43.178
smrc.att.com,50.22.10.150
smtp1.uc.att.com,206.19.56.170
smtp2.uc.att.com,206.19.56.171
snapshot-alp-ext.att.com,144.161.106.62
snapshot-e1.att.com,170.35.212.112
snapshot-qc-e1.att.com,170.35.216.196
snapshot-qc-w1.att.com,144.160.84.144
snapshot-qc1-e1.att.com,144.160.84.179
snapshot-qc1-e2.att.com,144.160.84.180
snapshot-qc1.att.com,144.160.84.180
snapshot-qc2-e1.att.com,144.160.84.181
snapshot-qc2-e2.att.com,144.160.84.182
snapshot-qc2.att.com,144.160.84.181
snapshot-w1.att.com,170.35.239.79
snapshot.att.com,144.161.106.62
soapsrv.eia.att.com,144.160.149.185
soc.att.com,67.199.248.12
social.att.com,160.34.0.153
soip.att.com,204.146.55.140
som-officeathand.att.com,63.140.56.134
sourcing.att.com,135.209.156.28
southcarolina.att.com,50.16.158.1
southdakota.att.com,50.16.158.1
southwest-attsn.att.com,34.205.137.111
speech.att.com,204.178.8.28
speedtest-ffdc.wireless.att.com,144.160.149.203
speedtest-sfdc.wireless.att.com,144.160.19.56
speedtest-test.wireless.att.com,144.161.106.39
speedtest.att.com,23.56.186.202
splnksh01.uc.att.com,206.17.109.157
spmobility.att.com,144.160.241.80
sponsoreddata.att.com,23.56.186.202
sportstool.att.com,104.130.145.173
spshowcase.att.com,34.233.3.42
sql1-api.att.com,64.143.244.154
sql1-auth-api.att.com,64.143.244.129
src.att.com,206.18.164.69
srca1.labs.att.com,207.104.181.76
sre.att.com,144.160.236.86
srtsinnotasdb.att.com,144.160.81.88
srvc.mss.att.com,12.63.159.72
sskdev1.att.com,144.160.154.218
sskdev2.att.com,144.160.154.219
sskdev3.att.com,144.160.154.220
sskqc-a4.att.com,144.160.154.142
sskqc-a5.att.com,144.160.154.144
sskqc-a6.att.com,144.160.154.146
sskqc-a7.att.com,144.160.154.148
sskqc-d4.att.com,144.160.154.143
sskqc-d5.att.com,144.160.154.145
sskqc-d6.att.com,144.160.154.147
sskqc-d7.att.com,144.160.154.149
sskqc5.att.com,144.160.154.221
sskqc6.att.com,144.160.154.222
sspdev.test.att.com,144.160.233.141
ssplarge.test.att.com,144.160.233.140
sspsmall.test.att.com,144.160.233.139
st.teleconference.att.com,144.160.233.65
stage1-dcp2.att.com,170.35.216.177
stage2-dcp2.att.com,170.35.237.129
staging-ericssonlab.att.com,129.192.151.221
stagingneblog.att.com,92.122.122.138
starterkit.att.com,34.213.72.45
stats.research.att.com,207.140.168.107
status-m2x.att.com,104.192.142.99
storage.synaptic.att.com,32.65.209.48
sts.att.com,144.160.149.144
subaruiotgw.att.com,144.160.107.240
suppliers.att.com,144.160.56.29
support-officeathand.att.com,92.122.122.136
support-tdata-offers.att.com,144.160.147.45
support.att.com,144.160.155.53
sv.att.com,199.175.0.209
svcdev.digitallife.att.com,68.153.79.25
svcdev.test.dlife.att.com,68.153.79.25
swvpn01.att.com,144.160.230.212
swvpn02.att.com,144.160.230.213
swvpn04.att.com,144.160.230.214
swvpn05.att.com,144.160.230.215
swvpn14.att.com,144.160.230.216
swvpn15.att.com,144.160.230.217
synaptic.att.com,206.17.18.135
systemcheck.uc.att.com,206.17.109.117
systest.digitallife.att.com,68.153.79.41
systest.test.dlife.att.com,68.153.79.41
t1-carrierportal.att.com,144.160.219.107
t1scmpurchasing.att.com,170.35.212.54
t1tng.att.com,144.160.219.102
t2tng.att.com,144.160.219.103
t3tng.att.com,144.160.219.105
t4tng.att.com,144.160.219.106
tagalog.att.com,144.160.233.92
tagalogstage.att.com,144.160.233.91
taupo.research.att.com,207.140.168.54
tawkster-staging2.att.com,206.18.164.71
tawkster.att.com,206.18.164.70
tc01.acss.att.com,144.160.252.102
tccobrowse.att.com,144.160.84.165
tcdirectorylink.att.com,144.160.57.71
tchosted.acss.att.com,144.160.252.105
tchosted.att.com,104.124.193.174
tchosted.indigo.test.att.com,144.160.84.67
tcmedia.att.com,144.160.84.168
tcpspeedtest-london.att.com,195.212.11.86
tdata-offers.att.com,144.160.147.45
tdice-offers.att.com,144.160.241.240
tdice-recommendations-test-qa22.stage.att.com,144.160.194.114
tdice-recommendations-test-qa25.stage.att.com,144.160.194.114
tdice-recommendations-test-qa28.stage.att.com,144.160.194.114
tdice-recommendations-test.stage.att.com,144.160.194.114
team.att.com,69.220.31.234
tech360.att.com,204.209.0.36
tech360backup.att.com,64.124.66.10
techchannel.att.com,206.18.164.68
tedocs.att.com,144.161.22.48
teleconference.att.com,144.160.233.81
teleconference.uc.att.com,12.130.53.84
telephones.att.com,107.154.76.68
telepresencemeeting.att.com,12.67.0.136
ten03.acss.att.com,144.160.252.108
ten04.acss.att.com,144.160.252.109
tennessee.att.com,50.16.158.1
test-www.wireless.stage.att.com,23.56.186.223
test1-dcp2.att.com,170.35.234.188
test2-dcp2.att.com,170.35.215.11
testtsg01.att.com,144.160.242.38
texas.att.com,50.16.158.1
tguard-rt1.stage.att.com,144.160.194.114
tguardmas-rt1.stage.att.com,144.160.194.117
tguardmblxda.att.com,144.160.127.22
thesummit.att.com,69.192.73.243
tickettwosdays.att.com,54.192.129.41
tip.att.com,144.161.7.145
tis.indigo.test.att.com,144.160.84.66
tm.uc.att.com,206.17.109.116
tng.att.com,144.160.219.93
tngtest1.att.com,144.160.219.98
tngtest2.att.com,144.160.219.97
tools.wholesale.att.com,139.76.134.26
topaz.att.com,144.160.230.64
tops.att.com,144.161.106.28
touchtrivia.att.com,75.55.103.241
towers.att.com,66.45.84.251
tracker.att.com,12.183.31.24
tracking-cargoview.att.com,108.244.183.74
tracking-officeathand.att.com,192.209.24.56
tracking.att.com,142.0.160.57
tradein-program.att.com,67.227.237.212
tradein.att.com,67.227.237.212
training.iadvantage.att.com,144.160.149.162
trial.uc.att.com,206.17.109.10
trialapi.uc.att.com,135.110.52.49
troubleshoot.att.com,144.160.29.76
ts.encryptionservices.att.com,184.106.21.140
tsnrui-alpha.att.com,144.161.176.64
tsnrui-beta.att.com,144.161.176.65
tspace.att.com,108.244.164.251
tsr.att.com,54.165.186.242
tst.stage.att.com,192.33.31.65
tstagedl.stage.att.com,144.160.219.233
txemp3.vpn.att.com,144.160.96.148
txemp4.vpn.att.com,144.160.96.149
txemp7.vpn.att.com,144.160.96.152
txenc1.vpn.att.com,68.90.104.5
txenc2.vpn.att.com,68.90.104.6
txssl10.vpn.att.com,144.160.96.155
txssl9.vpn.att.com,144.160.96.154
uc.att.com,206.19.50.107
uccentral.att.com,198.171.172.179
ucfedcallbwa1.att.com,12.130.2.100
ucfederation.att.com,12.130.2.73
ucfedrp4.att.com,12.130.2.75
ucfedst1.att.com,206.19.195.71
ucservices.att.com,72.32.216.104
ufix-cert.att.com,64.186.191.112
ufix-devii.att.com,64.186.188.101
ufix-deviv.att.com,64.186.188.118
ufix-qa.att.com,64.186.188.105
ufix.att.com,144.161.176.64
ufo.att.com,52.205.232.90
uhg1.acss.att.com,144.160.252.110
uhg2.acss.att.com,144.160.252.111
ui-hnm-dev.test.dlife.att.com,68.153.79.98
ui-hnm-qa0.test.dlife.att.com,68.153.79.100
um.att.com,199.108.23.10
uma.att.com,144.160.155.58
umcsfs.att.com,144.160.225.139
umcsfsa.att.com,144.160.225.139
umcsfsa.stage.att.com,144.160.194.114
umcsfsdeva.stage.att.com,144.160.194.114
umcsfstesta.stage.att.com,144.160.194.114
unad.att.com,144.160.233.68
unisynctool.green.test.att.com,144.160.84.58
unisynctool.orange.test.att.com,144.160.84.78
us.cloudstorage.att.com,147.178.204.136
usa.stage.att.com,144.160.154.36
usaaeva1.att.com,144.160.41.213
usaaeva2.att.com,144.161.105.22
usaavna1.att.com,144.160.41.177
usaavna2.att.com,144.161.104.58
usalclient.vpn.att.com,144.161.0.143
usc03.acss.att.com,144.160.252.114
uscaenclave.vpn.att.com,67.119.28.89
uscassl.vpn.att.com,144.160.133.38
usda1.acss.att.com,144.160.252.115
usebizclient.vpn.att.com,144.160.7.171
usgassl.vpn.att.com,144.160.224.151
usmiclient.vpn.att.com,144.160.7.171
usmissl.vpn.att.com,144.160.5.50
usncclient.vpn.att.com,144.161.32.143
ustxenclave.vpn.att.com,68.90.104.7
utah.att.com,50.16.158.1
utildl1r1vdna.att.com,12.194.240.69
utildl1r2vdna.att.com,12.194.22.22
utildl1r3vdna.att.com,12.194.12.22
utildl1r4vdna.att.com,12.194.22.66
utildl2r1vdna.att.com,12.194.240.74
utildl2r2vdna.att.com,12.194.22.23
utildl2r3vdna.att.com,12.194.12.23
utildl2r4vdna.att.com,12.194.22.67
utildl3r2vdna.att.com,12.194.22.24
utildl3r3vdna.att.com,12.194.12.24
utildl3r4vdna.att.com,12.194.22.68
utildl4r2vdna.att.com,12.194.22.25
utildl4r3vdna.att.com,12.194.12.25
utildl4r4vdna.att.com,12.194.22.69
uverse-mdsfe.att.com,99.51.250.7
uverse-sas2.att.com,99.51.250.11
uverse.att.com,135.209.224.242
uverseactivation-cert.att.com,64.186.191.111
uverseactivation.att.com,64.186.176.121
uversecentral-bpe.att.com,144.160.127.11
uversecentral-bpea.att.com,144.160.127.11
uversecentral.att.com,144.160.36.48
uversecentral1.att.com,144.160.36.49
uversecentral2.att.com,144.160.225.139
uversecentral2a.att.com,144.160.147.45
uversecentral2a.stage.att.com,144.160.194.114
uversecentral3.att.com,144.160.225.139
uversecentral3a.att.com,144.160.127.11
uversecentral3a.stage.att.com,144.160.194.114
uversevacation.att.com,199.249.253.40
uvnsp.acss.att.com,144.160.252.116
uvnss.acss.att.com,144.160.253.46
uvpdev2a.stage.att.com,144.160.194.114
uvpdev3a.stage.att.com,144.160.194.114
uvpsystest2a.stage.att.com,144.160.194.114
vb.att.com,199.175.0.238
vcd.b322143.synaptic.att.com,32.65.231.232
vcd.c121589.synaptic.att.com,32.65.247.232
vcd.d122078.synaptic.att.com,32.65.251.232
vcd.d321633.synaptic.att.com,32.60.23.232
vcd.g218406.synaptic.att.com,199.106.143.137
vcd.g221588.synaptic.att.com,32.65.243.232
vcd.h121590.synaptic.att.com,32.65.245.232
vcd.j118857.synaptic.att.com,63.241.77.105
vcd.j121587.synaptic.att.com,32.65.241.232
vcd.n118402.synaptic.att.com,206.17.19.137
vcd.p118855.synaptic.att.com,32.42.45.105
vcd.p122100.synaptic.att.com,32.65.229.232
vcd.q121634.synaptic.att.com,32.60.7.232
vcd.s218858.synaptic.att.com,32.42.21.105
vcd.s222101.synaptic.att.com,32.65.225.232
vcd.v222079.synaptic.att.com,32.65.255.232
vcd.v222080.synaptic.att.com,32.65.253.232
vcdcons.synaptic.att.com,206.17.20.23
vcloud.synaptic.att.com,206.17.20.22
vcloudapi.g218406.synaptic.att.com,199.106.142.7
vcloudapi.j118857.synaptic.att.com,63.241.76.7
vcloudapi.n118402.synaptic.att.com,206.17.18.7
vcloudapi.p118855.synaptic.att.com,32.42.44.7
vcloudapi.s218858.synaptic.att.com,32.42.20.7
vcs.att.com,74.174.33.2
vds.att.com,206.16.132.205
ve.att.com,144.160.230.22
vendorportal.att.com,144.160.230.29
vermont.att.com,50.16.158.1
vertrieb.uc.att.com,206.19.50.78
vid.att.com,144.161.106.67
video.att.com,12.120.220.46
video2.research.att.com,204.178.8.29
videolab.att.com,12.71.143.148
videoscheduling.att.com,144.160.219.225
vietnamese.att.com,144.160.233.92
virginia.att.com,50.16.158.1
virginislands.att.com,50.16.158.1
viscare-at1.att.com,144.160.149.102
viscare-at2.att.com,144.160.149.105
viscare-bcvc.att.com,144.161.8.40
viscare-bh1.att.com,144.161.8.27
viscare-bh2.att.com,144.161.8.28
viscare-da.att.com,144.160.125.76
viscare-dev1.att.com,144.160.149.101
viscare-dev2.att.com,144.160.149.104
viscare-sd.att.com,144.160.149.113
viscare-st1.att.com,144.160.149.108
viscare-st2.att.com,144.160.149.109
viscare-ust1.att.com,144.160.149.103
viscare-ust2.att.com,144.160.149.106
visualizer.synaptic.att.com,206.17.19.166
vlr.att.com,144.160.154.23
vm.att.com,199.108.23.22
vmrlab.att.com,129.37.2.141
vn001.acss.att.com,144.160.252.117
vn002.acss.att.com,144.160.252.118
vn004.acss.att.com,144.160.252.120
vn006.acss.att.com,144.160.252.122
vn009.acss.att.com,144.160.252.125
vn011.acss.att.com,144.160.252.127
vn012.acss.att.com,144.160.252.128
vn946g.acss.att.com,144.160.253.25
vn946h.acss.att.com,144.160.253.26
vnbr02.acss.att.com,144.160.252.140
vnbr03.acss.att.com,144.160.252.141
vnbr04.acss.att.com,144.160.252.142
vnbr06.acss.att.com,144.160.252.144
vnbr09.acss.att.com,144.160.252.147
vnbr10.acss.att.com,144.160.252.148
vnbr11.acss.att.com,144.160.252.149
vnbr12.acss.att.com,144.160.252.150
vnbr13.acss.att.com,144.160.252.151
vnbr14.acss.att.com,144.160.252.152
vnbr16.acss.att.com,144.160.252.154
vnbr17.acss.att.com,144.160.252.155
vnbr19.acss.att.com,144.160.252.157
vnbr21.acss.att.com,144.160.252.159
vnbr22.acss.att.com,144.160.252.160
vnbr23.acss.att.com,144.160.252.161
vnbr24.acss.att.com,144.160.252.162
vnbr25.acss.att.com,144.160.252.163
vnbr26.acss.att.com,144.160.252.164
vnbr29.acss.att.com,144.160.252.167
vnbr30.acss.att.com,144.160.252.168
vnch01.acss.att.com,144.160.252.169
vnch010.acss.att.com,144.160.252.170
vnch011.acss.att.com,144.160.252.171
vnch013.acss.att.com,144.160.252.173
vnch014.acss.att.com,144.160.252.174
vnch016.acss.att.com,144.160.252.176
vnch02.acss.att.com,144.160.252.180
vnch020.acss.att.com,144.160.252.181
vnch0202.acss.att.com,144.160.253.84
vnch0206.acss.att.com,144.160.253.125
vnch0208.acss.att.com,144.160.253.129
vnch021.acss.att.com,144.160.252.182
vnch0211.acss.att.com,144.160.253.132
vnch0212.acss.att.com,144.160.253.136
vnch0213.acss.att.com,144.160.253.137
vnch0214.acss.att.com,144.160.253.138
vnch0215.acss.att.com,144.160.253.139
vnch03.acss.att.com,144.160.252.183
vnch05.acss.att.com,144.160.252.185
vnch07.acss.att.com,144.160.252.187
vnch41.acss.att.com,144.160.253.81
vnch42.acss.att.com,144.160.253.82
vnch43.acss.att.com,144.160.253.66
vnfr03.acss.att.com,144.160.252.192
vnfr04.acss.att.com,144.160.252.193
vnfr05.acss.att.com,144.160.252.194
vnfr06.acss.att.com,144.160.252.195
vnfr08.acss.att.com,144.160.253.87
vnfr09.acss.att.com,144.160.253.107
vnfr10.acss.att.com,144.160.253.122
vnhy01.acss.att.com,144.160.253.38
vnhy02.acss.att.com,144.160.253.39
vnigaaspac01.acss.att.com,144.160.252.196
vnigaaspac02.acss.att.com,144.160.252.197
vnigaaspac06.acss.att.com,144.160.252.201
vnigaemea01.acss.att.com,144.160.252.205
vnigaemea05.acss.att.com,144.160.252.209
vnigaus01.acss.att.com,144.160.252.210
vnigaus03.acss.att.com,144.160.252.212
vnigaus04.acss.att.com,144.160.252.213
vnigaus08.acss.att.com,144.160.252.217
vnigaus12.acss.att.com,144.160.252.221
vnigaus13.acss.att.com,144.160.252.222
vnigaus14.acss.att.com,144.160.252.223
vnigaus15.acss.att.com,144.160.252.224
vnigaus17.acss.att.com,144.160.252.226
vnln01.acss.att.com,144.160.252.227
vnln03.acss.att.com,144.160.252.229
vnln04.acss.att.com,144.160.253.31
vnln07.acss.att.com,144.160.253.34
vnln09.acss.att.com,144.160.253.36
vnln10.acss.att.com,144.160.253.37
vnln11.acss.att.com,144.160.253.88
vnln12.acss.att.com,144.160.253.123
vnln40.acss.att.com,144.160.253.96
vnln42.acss.att.com,144.160.253.98
vnlnm05.acss.att.com,144.160.253.95
vnmbr01.acss.att.com,144.160.252.230
vnmbr02.acss.att.com,144.160.252.231
vnsd100.acss.att.com,144.160.253.119
vnsd102.acss.att.com,144.160.253.121
vnsd19.acss.att.com,144.160.252.233
vnsd28.acss.att.com,144.160.252.240
vnsd32.acss.att.com,144.160.252.244
vnsd40.acss.att.com,144.160.252.247
vnsd42.acss.att.com,144.160.252.249
vnsd44.acss.att.com,144.160.252.251
vnsd45.acss.att.com,144.160.252.252
vnsd46.acss.att.com,144.160.252.253
vnsd47.acss.att.com,144.160.252.254
vnsd50.acss.att.com,144.160.253.29
vnsd51.acss.att.com,144.160.253.30
vnsd52.acss.att.com,144.160.252.246
vnsd53.acss.att.com,144.160.253.44
vnsd54.acss.att.com,144.160.253.45
vnsd55.acss.att.com,144.160.253.104
vnsd56.acss.att.com,144.160.253.105
vnsd59.acss.att.com,144.160.253.43
vnsd61.acss.att.com,144.160.253.69
vnsd62.acss.att.com,144.160.253.70
vnsd64.acss.att.com,144.160.253.64
vnsd65.acss.att.com,144.160.253.65
vnsd68.acss.att.com,144.160.253.75
vnsd70.acss.att.com,144.160.253.134
vnsd85.acss.att.com,144.160.253.53
vnsd86.acss.att.com,144.160.253.54
vnsd88.acss.att.com,144.160.253.56
vnsd89.acss.att.com,144.160.253.57
vnsd90.acss.att.com,144.160.253.61
vnsd95.acss.att.com,144.160.253.67
vnsd97.acss.att.com,144.160.253.76
vnsd98.acss.att.com,144.160.253.77
vnsd99.acss.att.com,144.160.253.89
vnusres01.acss.att.com,144.160.253.4
vnusres04.acss.att.com,144.160.253.7
vnusres06.acss.att.com,144.160.253.9
vnusres07.acss.att.com,144.160.253.10
vnusres13.acss.att.com,144.160.253.24
vnusres17.acss.att.com,144.160.253.113
vnusres42.acss.att.com,144.160.253.115
vnusres43.acss.att.com,144.160.253.116
vnusres45.acss.att.com,144.160.253.118
voip.ipvoice.att.com,12.120.243.17
voipaa.callvantage.att.com,12.194.240.24
voltage-pp-0000.att.com,144.160.230.27
vpn.gsi.att.com,199.89.132.239
vpn1-agc.att.com,32.65.79.241
vpn2-agc.att.com,32.65.95.241
vtdatagate.att.com,144.160.149.59
vuiservice-al.att.com,144.161.106.236
vworks.smc.att.com,12.28.0.252
washington.att.com,50.16.158.1
wbox.att.com,144.160.149.84
wbslmon1.stage.att.com,170.35.217.113
wbslmon3.stage.att.com,170.35.217.115
wbslmon4.stage.att.com,170.35.217.116
wc.storage.synaptic.att.com,32.65.211.48
wdc1.synaptic.att.com,206.17.20.9
web2.research.att.com,204.178.8.30
webconf.att.com,144.160.12.243
webconf0.att.com,144.160.12.247
webconf2.att.com,144.160.249.45
webdesign.att.com,216.55.151.13
webhosting.att.com,209.235.147.110
webinars.att.com,209.167.231.15
webmeeting.att.com,144.160.155.64
websecurity.att.com,46.255.41.7
websites.att.com,216.55.151.10
websitesmail.att.com,216.55.149.49
websitesportal.att.com,216.55.149.24
westvirginia.att.com,50.16.158.1
wgwito.uc.att.com,135.110.52.18
wgwstgexrp.uc.att.com,206.19.50.106
wireless.att.com,144.161.106.63
wireless4mountainview.att.com,50.16.158.1
wireless4paloalto.att.com,50.16.158.1
wireless4sd.att.com,50.16.158.1
wireless4sf.att.com,50.16.158.1
wirelessgiftcard.att.com,216.240.173.5
wisconsin.att.com,50.16.158.1
wkitaly.uc.att.com,206.19.50.78
woi.eia.att.com,144.160.149.160
workforcemanager.att.com,104.43.230.254
worksmart.att.com,23.56.186.202
world.att.com,144.160.233.92
worldstage.att.com,144.160.233.91
wp03.acss.att.com,144.160.253.18
wp05.acss.att.com,144.160.253.20
wp06.acss.att.com,144.160.253.21
wp07.acss.att.com,144.160.253.22
wtwgw.uc.att.com,206.19.50.20
www.acss.att.com,144.160.253.23
www.adev.labs.voicetone.att.com,12.144.54.176
www.att.com,104.92.71.16
www.business.att.com,23.66.24.118
www.businessdirect.att.com,144.160.149.168
www.callvantage.att.com,12.194.240.20
www.connectech.att.com,144.160.155.56
www.corp.att.com,104.73.146.172
www.customerservice.att.com,144.160.219.245
www.emea.att.com,144.160.36.42
www.iadvantage.att.com,144.160.149.181
www.jp.att.com,92.122.122.139
www.labs.att.com,144.160.103.79
www.media.att.com,144.161.65.173
www.my-digitallife.att.com,144.160.127.25
www.pdev.labs.voicetone.att.com,12.144.54.174
www.pr.labs.voicetone.att.com,12.161.253.68
www.raptor-alt.pr.labs.voicetone.att.com,12.161.253.159
www.research.att.com,204.178.8.30
www.sandbox.att.com,144.160.237.252
www.sce.voicetone.att.com,12.130.35.81
www.serviceguide.att.com,144.160.233.87
www.shop.att.com,144.160.219.244
www.support.att.com,144.160.155.53
www.synaptic.att.com,206.17.18.135
www.teleconference.att.com,144.160.233.81
www.telephones.att.com,107.154.76.68
www.trial.uc.att.com,206.17.109.10
www.tw.att.com,122.248.166.67
www.uc.att.com,206.19.50.107
www.unad.att.com,144.160.233.68
www.usa.att.com,144.160.219.36
www.voicetone.att.com,63.240.141.74
www.wireless.att.com,23.56.186.223
www1.adev.labs.voicetone.att.com,12.144.54.166
www1.pdev.labs.voicetone.att.com,12.144.54.165
www1.pr.labs.voicetone.att.com,12.161.253.90
www2.research.att.com,204.178.8.30
wyoming.att.com,50.16.158.1
xbf02vdna.att.com,12.194.12.49
xbfvdna.att.com,12.194.12.50
xdmub.wireless.labs.att.com,70.151.46.104
xdmubg.wireless.labs.att.com,70.151.46.105
xpayorder-tg.att.com,144.160.147.45
xpayorder.att.com,144.160.155.41
xpaytelco.att.com,144.160.143.41
xpayuverse.att.com,144.160.147.45
yakker.research.att.com,204.178.9.46
yellowstone.research.att.com,207.140.168.56
ymmobile.att.com,144.160.230.88
ymmobilet01.att.com,144.160.230.89
yodaweb.att.com,135.209.156.40
youachieve.att.com,144.161.8.52
yourbusiness.att.com,184.106.25.192
yourefer.att.com,144.161.8.52
yt.att.com,144.160.230.22
zetticstfd.att.com,144.160.81.45
zigmat.att.com,144.160.13.23
